battle_tag,learner,opponent,outcome,n_turns,learner_pokemon_remaining,opponent_pokemon_remaining
battle-gen9randombattle-23667,QLearningPlayer 1,RandomPlayer 1,Win,104,5,6
battle-gen9randombattle-23668,QLearningPlayer 1,RandomPlayer 1,Loss,42,6,5
battle-gen9randombattle-23669,QLearningPlayer 1,RandomPlayer 1,Loss,26,6,1
battle-gen9randombattle-23670,QLearningPlayer 1,RandomPlayer 1,Loss,49,6,4
battle-gen9randombattle-23671,QLearningPlayer 1,RandomPlayer 1,Win,24,3,6
battle-gen9randombattle-23672,QLearningPlayer 1,RandomPlayer 1,Loss,69,6,5
battle-gen9randombattle-23673,QLearningPlayer 1,RandomPlayer 1,Win,42,5,6
battle-gen9randombattle-23674,QLearningPlayer 1,RandomPlayer 1,Win,73,4,6
battle-gen9randombattle-23675,QLearningPlayer 1,RandomPlayer 1,Win,21,3,6
battle-gen9randombattle-23676,QLearningPlayer 1,RandomPlayer 1,Win,47,2,6
battle-gen9randombattle-23677,QLearningPlayer 1,RandomPlayer 1,Win,61,5,6
battle-gen9randombattle-23678,QLearningPlayer 1,RandomPlayer 1,Win,49,4,6
battle-gen9randombattle-23679,QLearningPlayer 1,RandomPlayer 1,Win,56,2,6
battle-gen9randombattle-23680,QLearningPlayer 1,RandomPlayer 1,Win,18,0,6
battle-gen9randombattle-23681,QLearningPlayer 1,RandomPlayer 1,Win,50,2,6
battle-gen9randombattle-23682,QLearningPlayer 1,RandomPlayer 1,Win,32,3,6
battle-gen9randombattle-23683,QLearningPlayer 1,RandomPlayer 1,Win,68,3,6
battle-gen9randombattle-23684,QLearningPlayer 1,RandomPlayer 1,Win,31,5,6
battle-gen9randombattle-23685,QLearningPlayer 1,RandomPlayer 1,Win,41,3,6
battle-gen9randombattle-23686,QLearningPlayer 1,RandomPlayer 1,Win,58,4,6
battle-gen9randombattle-23687,QLearningPlayer 1,MaxBasePowerPlay 1,Win,55,2,6
battle-gen9randombattle-23688,QLearningPlayer 1,MaxBasePowerPlay 1,Win,20,4,6
battle-gen9randombattle-23689,QLearningPlayer 1,MaxBasePowerPlay 1,Win,25,4,6
battle-gen9randombattle-23690,QLearningPlayer 1,MaxBasePowerPlay 1,Win,28,5,6
battle-gen9randombattle-23691,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,27,6,5
battle-gen9randombattle-23692,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,27,6,4
battle-gen9randombattle-23693,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,18,6,6
battle-gen9randombattle-23694,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,17,6,6
battle-gen9randombattle-23695,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,22,6,5
battle-gen9randombattle-23696,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,31,6,5
battle-gen9randombattle-23697,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,18,6,2
battle-gen9randombattle-23698,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,19,6,2
battle-gen9randombattle-23699,QLearningPlayer 1,MaxBasePowerPlay 1,Win,19,5,6
battle-gen9randombattle-23700,QLearningPlayer 1,MaxBasePowerPlay 1,Win,36,5,6
battle-gen9randombattle-23701,QLearningPlayer 1,MaxBasePowerPlay 1,Win,26,5,6
battle-gen9randombattle-23702,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,23,6,5
battle-gen9randombattle-23703,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,30,6,5
battle-gen9randombattle-23704,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,14,6,4
battle-gen9randombattle-23705,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,20,6,4
battle-gen9randombattle-23706,QLearningPlayer 1,MaxBasePowerPlay 1,Win,28,2,6
battle-gen9randombattle-23707,QLearningPlayer 1,MaxBasePowerPlay 1,Win,29,3,6
battle-gen9randombattle-23708,QLearningPlayer 1,MaxBasePowerPlay 1,Win,26,5,6
battle-gen9randombattle-23709,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,20,6,3
battle-gen9randombattle-23710,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,35,6,4
battle-gen9randombattle-23711,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,22,6,5
battle-gen9randombattle-23712,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,43,6,4
battle-gen9randombattle-23713,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,10,6,1
battle-gen9randombattle-23714,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,41,6,4
battle-gen9randombattle-23715,QLearningPlayer 1,MaxBasePowerPlay 1,Win,17,4,6
battle-gen9randombattle-23716,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,17,6,1
battle-gen9randombattle-23717,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,27,6,4
battle-gen9randombattle-23718,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,23,6,4
battle-gen9randombattle-23719,QLearningPlayer 1,MaxBasePowerPlay 1,Win,40,3,6
battle-gen9randombattle-23720,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,28,6,5
battle-gen9randombattle-23721,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,19,6,5
battle-gen9randombattle-23722,QLearningPlayer 1,MaxBasePowerPlay 1,Win,20,2,6
battle-gen9randombattle-23723,QLearningPlayer 1,MaxBasePowerPlay 1,Win,29,4,6
battle-gen9randombattle-23724,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,67,6,2
battle-gen9randombattle-23725,QLearningPlayer 1,MaxBasePowerPlay 1,Win,24,5,6
battle-gen9randombattle-23726,QLearningPlayer 1,MaxBasePowerPlay 1,Win,33,5,6
battle-gen9randombattle-23727,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,38,6,3
battle-gen9randombattle-23728,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,18,6,4
battle-gen9randombattle-23729,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,22,6,2
battle-gen9randombattle-23730,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,30,6,3
battle-gen9randombattle-23731,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,17,6,3
battle-gen9randombattle-23732,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,21,6,3
battle-gen9randombattle-23733,QLearningPlayer 1,MaxBasePowerPlay 1,Win,36,5,6
battle-gen9randombattle-23734,QLearningPlayer 1,MaxBasePowerPlay 1,Win,20,4,6
battle-gen9randombattle-23735,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,34,6,5
battle-gen9randombattle-23736,QLearningPlayer 1,MaxBasePowerPlay 1,Win,27,3,6
battle-gen9randombattle-23737,QLearningPlayer 1,MaxBasePowerPlay 1,Win,53,6,6
battle-gen9randombattle-23738,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,23,6,5
battle-gen9randombattle-23739,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,35,6,4
battle-gen9randombattle-23740,QLearningPlayer 1,MaxBasePowerPlay 1,Win,33,2,6
battle-gen9randombattle-23741,QLearningPlayer 1,MaxBasePowerPlay 1,Win,24,3,6
battle-gen9randombattle-23742,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,27,6,4
battle-gen9randombattle-23743,QLearningPlayer 1,MaxBasePowerPlay 1,Win,25,4,6
battle-gen9randombattle-23744,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,32,6,2
battle-gen9randombattle-23745,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,42,6,3
battle-gen9randombattle-23746,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,63,6,5
battle-gen9randombattle-23747,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,60,6,2
battle-gen9randombattle-23748,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,81,6,4
battle-gen9randombattle-23749,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,39,6,4
battle-gen9randombattle-23750,QLearningPlayer 1,MaxBasePowerPlay 1,Win,20,4,6
battle-gen9randombattle-23751,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,27,6,5
battle-gen9randombattle-23752,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,10,6,1
battle-gen9randombattle-23753,QLearningPlayer 1,MaxBasePowerPlay 1,Win,44,5,6
battle-gen9randombattle-23754,QLearningPlayer 1,MaxBasePowerPlay 1,Win,38,5,6
battle-gen9randombattle-23755,QLearningPlayer 1,MaxBasePowerPlay 1,Win,18,4,6
battle-gen9randombattle-23756,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,28,6,3
battle-gen9randombattle-23757,QLearningPlayer 1,MaxBasePowerPlay 1,Win,38,5,6
battle-gen9randombattle-23758,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,16,6,3
battle-gen9randombattle-23759,QLearningPlayer 1,MaxBasePowerPlay 1,Win,22,3,6
battle-gen9randombattle-23760,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,21,6,4
battle-gen9randombattle-23761,QLearningPlayer 1,MaxBasePowerPlay 1,Win,73,3,6
battle-gen9randombattle-23762,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,13,6,1
battle-gen9randombattle-23763,QLearningPlayer 1,MaxBasePowerPlay 1,Win,27,4,6
battle-gen9randombattle-23764,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,17,6,2
battle-gen9randombattle-23765,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,33,6,5
battle-gen9randombattle-23766,QLearningPlayer 1,MaxBasePowerPlay 1,Win,70,5,6
battle-gen9randombattle-23767,QLearningPlayer 1,MaxBasePowerPlay 1,Win,28,5,6
battle-gen9randombattle-23768,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,37,6,4
battle-gen9randombattle-23769,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,17,6,4
battle-gen9randombattle-23770,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,22,6,5
battle-gen9randombattle-23771,QLearningPlayer 1,MaxBasePowerPlay 1,Win,24,5,6
battle-gen9randombattle-23772,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,47,6,5
battle-gen9randombattle-23773,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,59,6,4
battle-gen9randombattle-23774,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,31,6,3
battle-gen9randombattle-23775,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,48,6,6
battle-gen9randombattle-23776,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,56,6,3
battle-gen9randombattle-23777,QLearningPlayer 1,MaxBasePowerPlay 1,Win,23,3,6
battle-gen9randombattle-23778,QLearningPlayer 1,MaxBasePowerPlay 1,Win,39,0,6
battle-gen9randombattle-23779,QLearningPlayer 1,MaxBasePowerPlay 1,Win,29,5,6
battle-gen9randombattle-23780,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,26,6,5
battle-gen9randombattle-23781,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,60,6,5
battle-gen9randombattle-23782,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,26,6,5
battle-gen9randombattle-23783,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,18,6,4
battle-gen9randombattle-23784,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,14,6,2
battle-gen9randombattle-23785,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,29,6,5
battle-gen9randombattle-23786,QLearningPlayer 1,MaxBasePowerPlay 1,Win,20,3,6
battle-gen9randombattle-23787,QLearningPlayer 1,SimpleHeuristics 1,Loss,24,6,5
battle-gen9randombattle-23788,QLearningPlayer 1,SimpleHeuristics 1,Loss,26,6,2
battle-gen9randombattle-23789,QLearningPlayer 1,SimpleHeuristics 1,Loss,19,6,2
battle-gen9randombattle-23790,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,2
battle-gen9randombattle-23791,QLearningPlayer 1,SimpleHeuristics 1,Loss,19,6,1
battle-gen9randombattle-23792,QLearningPlayer 1,SimpleHeuristics 1,Loss,23,6,4
battle-gen9randombattle-23793,QLearningPlayer 1,SimpleHeuristics 1,Loss,26,6,3
battle-gen9randombattle-23794,QLearningPlayer 1,SimpleHeuristics 1,Loss,14,6,2
battle-gen9randombattle-23795,QLearningPlayer 1,SimpleHeuristics 1,Win,24,4,6
battle-gen9randombattle-23796,QLearningPlayer 1,SimpleHeuristics 1,Loss,13,6,2
battle-gen9randombattle-23797,QLearningPlayer 1,SimpleHeuristics 1,Loss,12,6,1
battle-gen9randombattle-23798,QLearningPlayer 1,SimpleHeuristics 1,Loss,25,6,3
battle-gen9randombattle-23799,QLearningPlayer 1,SimpleHeuristics 1,Loss,17,6,3
battle-gen9randombattle-23800,QLearningPlayer 1,SimpleHeuristics 1,Loss,15,6,3
battle-gen9randombattle-23801,QLearningPlayer 1,SimpleHeuristics 1,Loss,17,6,5
battle-gen9randombattle-23802,QLearningPlayer 1,SimpleHeuristics 1,Loss,13,6,2
battle-gen9randombattle-23803,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,2
battle-gen9randombattle-23804,QLearningPlayer 1,SimpleHeuristics 1,Loss,19,6,4
battle-gen9randombattle-23805,QLearningPlayer 1,SimpleHeuristics 1,Loss,17,6,2
battle-gen9randombattle-23806,QLearningPlayer 1,SimpleHeuristics 1,Loss,11,6,3
battle-gen9randombattle-23807,QLearningPlayer 1,SimpleHeuristics 1,Loss,12,6,1
battle-gen9randombattle-23808,QLearningPlayer 1,SimpleHeuristics 1,Loss,22,6,3
battle-gen9randombattle-23809,QLearningPlayer 1,SimpleHeuristics 1,Win,44,5,6
battle-gen9randombattle-23810,QLearningPlayer 1,SimpleHeuristics 1,Loss,23,6,4
battle-gen9randombattle-23811,QLearningPlayer 1,SimpleHeuristics 1,Loss,15,6,4
battle-gen9randombattle-23812,QLearningPlayer 1,SimpleHeuristics 1,Loss,19,6,5
battle-gen9randombattle-23813,QLearningPlayer 1,SimpleHeuristics 1,Loss,23,6,5
battle-gen9randombattle-23814,QLearningPlayer 1,SimpleHeuristics 1,Loss,10,6,1
battle-gen9randombattle-23815,QLearningPlayer 1,SimpleHeuristics 1,Loss,22,6,4
battle-gen9randombattle-23816,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,2
battle-gen9randombattle-23817,QLearningPlayer 1,SimpleHeuristics 1,Loss,17,6,2
battle-gen9randombattle-23818,QLearningPlayer 1,SimpleHeuristics 1,Loss,16,6,4
battle-gen9randombattle-23819,QLearningPlayer 1,SimpleHeuristics 1,Loss,19,6,2
battle-gen9randombattle-23820,QLearningPlayer 1,SimpleHeuristics 1,Loss,16,6,3
battle-gen9randombattle-23821,QLearningPlayer 1,SimpleHeuristics 1,Win,18,5,6
battle-gen9randombattle-23822,QLearningPlayer 1,SimpleHeuristics 1,Loss,15,6,3
battle-gen9randombattle-23823,QLearningPlayer 1,SimpleHeuristics 1,Loss,26,6,4
battle-gen9randombattle-23824,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,3
battle-gen9randombattle-23825,QLearningPlayer 1,SimpleHeuristics 1,Loss,43,6,3
battle-gen9randombattle-23826,QLearningPlayer 1,SimpleHeuristics 1,Loss,15,6,2
battle-gen9randombattle-23827,QLearningPlayer 1,SimpleHeuristics 1,Loss,29,6,4
battle-gen9randombattle-23828,QLearningPlayer 1,SimpleHeuristics 1,Loss,19,6,2
battle-gen9randombattle-23829,QLearningPlayer 1,SimpleHeuristics 1,Loss,21,6,2
battle-gen9randombattle-23830,QLearningPlayer 1,SimpleHeuristics 1,Loss,37,6,3
battle-gen9randombattle-23831,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,2
battle-gen9randombattle-23832,QLearningPlayer 1,SimpleHeuristics 1,Loss,41,6,4
battle-gen9randombattle-23833,QLearningPlayer 1,SimpleHeuristics 1,Loss,24,6,3
battle-gen9randombattle-23834,QLearningPlayer 1,SimpleHeuristics 1,Loss,13,6,3
battle-gen9randombattle-23835,QLearningPlayer 1,SimpleHeuristics 1,Loss,21,6,2
battle-gen9randombattle-23836,QLearningPlayer 1,SimpleHeuristics 1,Loss,29,6,3
battle-gen9randombattle-23837,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,3
battle-gen9randombattle-23838,QLearningPlayer 1,SimpleHeuristics 1,Loss,13,6,2
battle-gen9randombattle-23839,QLearningPlayer 1,SimpleHeuristics 1,Loss,15,6,0
battle-gen9randombattle-23840,QLearningPlayer 1,SimpleHeuristics 1,Win,17,4,6
battle-gen9randombattle-23841,QLearningPlayer 1,SimpleHeuristics 1,Loss,13,6,3
battle-gen9randombattle-23842,QLearningPlayer 1,SimpleHeuristics 1,Loss,15,6,2
battle-gen9randombattle-23843,QLearningPlayer 1,SimpleHeuristics 1,Loss,19,6,5
battle-gen9randombattle-23844,QLearningPlayer 1,SimpleHeuristics 1,Loss,26,6,2
battle-gen9randombattle-23845,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,3
battle-gen9randombattle-23846,QLearningPlayer 1,SimpleHeuristics 1,Loss,24,6,2
battle-gen9randombattle-23847,QLearningPlayer 1,SimpleHeuristics 1,Loss,11,6,4
battle-gen9randombattle-23848,QLearningPlayer 1,SimpleHeuristics 1,Loss,14,6,3
battle-gen9randombattle-23849,QLearningPlayer 1,SimpleHeuristics 1,Loss,16,6,4
battle-gen9randombattle-23850,QLearningPlayer 1,SimpleHeuristics 1,Loss,28,6,3
battle-gen9randombattle-23851,QLearningPlayer 1,SimpleHeuristics 1,Loss,19,6,3
battle-gen9randombattle-23852,QLearningPlayer 1,SimpleHeuristics 1,Loss,16,6,5
battle-gen9randombattle-23853,QLearningPlayer 1,SimpleHeuristics 1,Loss,21,6,5
battle-gen9randombattle-23854,QLearningPlayer 1,SimpleHeuristics 1,Win,18,3,6
battle-gen9randombattle-23855,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,3
battle-gen9randombattle-23856,QLearningPlayer 1,SimpleHeuristics 1,Loss,19,6,1
battle-gen9randombattle-23857,QLearningPlayer 1,SimpleHeuristics 1,Loss,20,6,1
battle-gen9randombattle-23858,QLearningPlayer 1,SimpleHeuristics 1,Loss,20,6,4
battle-gen9randombattle-23859,QLearningPlayer 1,SimpleHeuristics 1,Win,44,3,6
battle-gen9randombattle-23860,QLearningPlayer 1,SimpleHeuristics 1,Loss,15,6,3
battle-gen9randombattle-23861,QLearningPlayer 1,SimpleHeuristics 1,Loss,19,6,2
battle-gen9randombattle-23862,QLearningPlayer 1,SimpleHeuristics 1,Loss,12,6,2
battle-gen9randombattle-23863,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,5
battle-gen9randombattle-23864,QLearningPlayer 1,SimpleHeuristics 1,Loss,12,6,3
battle-gen9randombattle-23865,QLearningPlayer 1,SimpleHeuristics 1,Loss,13,6,3
battle-gen9randombattle-23866,QLearningPlayer 1,SimpleHeuristics 1,Loss,13,6,2
battle-gen9randombattle-23867,QLearningPlayer 1,SimpleHeuristics 1,Loss,51,6,4
battle-gen9randombattle-23868,QLearningPlayer 1,SimpleHeuristics 1,Loss,14,6,2
battle-gen9randombattle-23869,QLearningPlayer 1,SimpleHeuristics 1,Loss,29,6,2
battle-gen9randombattle-23870,QLearningPlayer 1,SimpleHeuristics 1,Loss,20,6,4
battle-gen9randombattle-23871,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,2
battle-gen9randombattle-23872,QLearningPlayer 1,SimpleHeuristics 1,Loss,15,6,3
battle-gen9randombattle-23873,QLearningPlayer 1,SimpleHeuristics 1,Loss,14,6,3
battle-gen9randombattle-23874,QLearningPlayer 1,SimpleHeuristics 1,Loss,19,6,3
battle-gen9randombattle-23875,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,3
battle-gen9randombattle-23876,QLearningPlayer 1,SimpleHeuristics 1,Loss,14,6,3
battle-gen9randombattle-23877,QLearningPlayer 1,SimpleHeuristics 1,Loss,74,6,3
battle-gen9randombattle-23878,QLearningPlayer 1,SimpleHeuristics 1,Loss,21,6,5
battle-gen9randombattle-23879,QLearningPlayer 1,SimpleHeuristics 1,Loss,29,6,5
battle-gen9randombattle-23880,QLearningPlayer 1,SimpleHeuristics 1,Loss,20,6,2
battle-gen9randombattle-23881,QLearningPlayer 1,SimpleHeuristics 1,Loss,16,6,4
battle-gen9randombattle-23882,QLearningPlayer 1,SimpleHeuristics 1,Loss,16,6,3
battle-gen9randombattle-23883,QLearningPlayer 1,SimpleHeuristics 1,Win,31,4,6
battle-gen9randombattle-23884,QLearningPlayer 1,SimpleHeuristics 1,Loss,16,6,4
