battle_tag,learner,opponent,outcome,n_turns,learner_pokemon_remaining,opponent_pokemon_remaining
battle-gen9randombattle-32122,QLearningPlayer 1,MaxBasePowerPlay 1,Win,24,5,6
battle-gen9randombattle-32123,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,21,6,3
battle-gen9randombattle-32124,QLearningPlayer 1,MaxBasePowerPlay 1,Win,58,5,6
battle-gen9randombattle-32125,QLearningPlayer 1,MaxBasePowerPlay 1,Win,26,3,6
battle-gen9randombattle-32126,QLearningPlayer 1,MaxBasePowerPlay 1,Win,42,5,6
battle-gen9randombattle-32127,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,27,6,5
battle-gen9randombattle-32128,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,24,6,5
battle-gen9randombattle-32129,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,45,6,5
battle-gen9randombattle-32130,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,35,6,4
battle-gen9randombattle-32131,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,42,6,4
battle-gen9randombattle-32132,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,48,6,3
battle-gen9randombattle-32133,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,50,6,5
battle-gen9randombattle-32134,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,24,6,4
battle-gen9randombattle-32135,QLearningPlayer 1,MaxBasePowerPlay 1,Win,30,2,6
battle-gen9randombattle-32136,QLearningPlayer 1,MaxBasePowerPlay 1,Win,25,4,6
battle-gen9randombattle-32137,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,86,6,4
battle-gen9randombattle-32138,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,19,6,5
battle-gen9randombattle-32139,QLearningPlayer 1,MaxBasePowerPlay 1,Win,22,5,6
battle-gen9randombattle-32140,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,33,6,3
battle-gen9randombattle-32141,QLearningPlayer 1,MaxBasePowerPlay 1,Win,21,5,6
battle-gen9randombattle-32142,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,78,6,3
battle-gen9randombattle-32143,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,43,6,5
battle-gen9randombattle-32144,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,38,6,5
battle-gen9randombattle-32145,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,34,6,5
battle-gen9randombattle-32146,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,22,6,5
battle-gen9randombattle-32147,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,59,6,5
battle-gen9randombattle-32148,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,43,6,4
battle-gen9randombattle-32149,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,28,6,3
battle-gen9randombattle-32150,QLearningPlayer 1,MaxBasePowerPlay 1,Win,21,5,6
battle-gen9randombattle-32151,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,21,6,5
battle-gen9randombattle-32152,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,24,6,5
battle-gen9randombattle-32153,QLearningPlayer 1,MaxBasePowerPlay 1,Win,13,3,6
battle-gen9randombattle-32154,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,35,6,3
battle-gen9randombattle-32155,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,16,6,5
battle-gen9randombattle-32156,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,45,6,5
battle-gen9randombattle-32157,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,23,6,5
battle-gen9randombattle-32158,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,18,6,3
battle-gen9randombattle-32159,QLearningPlayer 1,MaxBasePowerPlay 1,Win,24,5,6
battle-gen9randombattle-32160,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,20,6,2
battle-gen9randombattle-32161,QLearningPlayer 1,MaxBasePowerPlay 1,Win,24,5,6
battle-gen9randombattle-32162,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,42,6,3
battle-gen9randombattle-32163,QLearningPlayer 1,MaxBasePowerPlay 1,Win,58,2,6
battle-gen9randombattle-32164,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,28,6,4
battle-gen9randombattle-32165,QLearningPlayer 1,MaxBasePowerPlay 1,Win,32,5,6
battle-gen9randombattle-32166,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,27,6,4
battle-gen9randombattle-32167,QLearningPlayer 1,MaxBasePowerPlay 1,Win,27,5,6
battle-gen9randombattle-32168,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,33,6,5
battle-gen9randombattle-32169,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,20,6,2
battle-gen9randombattle-32170,QLearningPlayer 1,MaxBasePowerPlay 1,Win,31,4,6
battle-gen9randombattle-32171,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,17,6,3
battle-gen9randombattle-32172,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,22,6,4
battle-gen9randombattle-32173,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,25,6,3
battle-gen9randombattle-32174,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,32,6,4
battle-gen9randombattle-32175,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,23,6,5
battle-gen9randombattle-32176,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,25,6,4
battle-gen9randombattle-32177,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,54,6,4
battle-gen9randombattle-32178,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,24,6,5
battle-gen9randombattle-32179,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,28,6,2
battle-gen9randombattle-32180,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,20,6,4
battle-gen9randombattle-32181,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,44,6,5
battle-gen9randombattle-32182,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,59,6,6
battle-gen9randombattle-32183,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,29,6,4
battle-gen9randombattle-32184,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,27,6,5
battle-gen9randombattle-32185,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,31,6,5
battle-gen9randombattle-32186,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,21,6,5
battle-gen9randombattle-32187,QLearningPlayer 1,MaxBasePowerPlay 1,Loss,44,6,5
battle-gen9randombattle-32188,QLearningPlayer 1,SimpleHeuristics 1,Loss,12,6,2
battle-gen9randombattle-32189,QLearningPlayer 1,SimpleHeuristics 1,Loss,24,6,2
battle-gen9randombattle-32190,QLearningPlayer 1,SimpleHeuristics 1,Loss,19,6,4
battle-gen9randombattle-32191,QLearningPlayer 1,SimpleHeuristics 1,Win,21,5,6
battle-gen9randombattle-32192,QLearningPlayer 1,SimpleHeuristics 1,Loss,21,6,5
battle-gen9randombattle-32193,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,3
battle-gen9randombattle-32194,QLearningPlayer 1,SimpleHeuristics 1,Loss,22,6,4
battle-gen9randombattle-32195,QLearningPlayer 1,SimpleHeuristics 1,Loss,26,6,3
battle-gen9randombattle-32196,QLearningPlayer 1,SimpleHeuristics 1,Loss,25,6,3
battle-gen9randombattle-32197,QLearningPlayer 1,SimpleHeuristics 1,Loss,20,6,3
battle-gen9randombattle-32198,QLearningPlayer 1,SimpleHeuristics 1,Loss,15,6,1
battle-gen9randombattle-32199,QLearningPlayer 1,SimpleHeuristics 1,Loss,20,6,3
battle-gen9randombattle-32200,QLearningPlayer 1,SimpleHeuristics 1,Loss,27,6,5
battle-gen9randombattle-32201,QLearningPlayer 1,SimpleHeuristics 1,Loss,21,6,2
battle-gen9randombattle-32202,QLearningPlayer 1,SimpleHeuristics 1,Loss,23,6,3
battle-gen9randombattle-32203,QLearningPlayer 1,SimpleHeuristics 1,Win,31,4,6
battle-gen9randombattle-32204,QLearningPlayer 1,SimpleHeuristics 1,Loss,15,6,2
battle-gen9randombattle-32205,QLearningPlayer 1,SimpleHeuristics 1,Loss,17,6,3
battle-gen9randombattle-32206,QLearningPlayer 1,SimpleHeuristics 1,Loss,12,6,1
battle-gen9randombattle-32207,QLearningPlayer 1,SimpleHeuristics 1,Loss,16,6,2
battle-gen9randombattle-32208,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,3
battle-gen9randombattle-32209,QLearningPlayer 1,SimpleHeuristics 1,Loss,21,6,4
battle-gen9randombattle-32210,QLearningPlayer 1,SimpleHeuristics 1,Loss,22,6,5
battle-gen9randombattle-32211,QLearningPlayer 1,SimpleHeuristics 1,Loss,17,6,3
battle-gen9randombattle-32212,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,4
battle-gen9randombattle-32213,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,5
battle-gen9randombattle-32214,QLearningPlayer 1,SimpleHeuristics 1,Loss,37,6,4
battle-gen9randombattle-32215,QLearningPlayer 1,SimpleHeuristics 1,Win,20,5,6
battle-gen9randombattle-32216,QLearningPlayer 1,SimpleHeuristics 1,Loss,13,6,4
battle-gen9randombattle-32217,QLearningPlayer 1,SimpleHeuristics 1,Loss,21,6,4
battle-gen9randombattle-32218,QLearningPlayer 1,SimpleHeuristics 1,Loss,14,6,4
battle-gen9randombattle-32219,QLearningPlayer 1,SimpleHeuristics 1,Loss,22,6,4
battle-gen9randombattle-32220,QLearningPlayer 1,SimpleHeuristics 1,Loss,31,6,4
battle-gen9randombattle-32221,QLearningPlayer 1,SimpleHeuristics 1,Loss,11,6,2
battle-gen9randombattle-32222,QLearningPlayer 1,SimpleHeuristics 1,Loss,27,6,3
battle-gen9randombattle-32223,QLearningPlayer 1,SimpleHeuristics 1,Win,18,4,6
battle-gen9randombattle-32224,QLearningPlayer 1,SimpleHeuristics 1,Loss,23,6,4
battle-gen9randombattle-32225,QLearningPlayer 1,SimpleHeuristics 1,Loss,32,6,2
battle-gen9randombattle-32226,QLearningPlayer 1,SimpleHeuristics 1,Loss,23,6,5
battle-gen9randombattle-32227,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,3
battle-gen9randombattle-32228,QLearningPlayer 1,SimpleHeuristics 1,Loss,16,6,2
battle-gen9randombattle-32229,QLearningPlayer 1,SimpleHeuristics 1,Loss,17,6,3
battle-gen9randombattle-32230,QLearningPlayer 1,SimpleHeuristics 1,Loss,19,6,4
battle-gen9randombattle-32231,QLearningPlayer 1,SimpleHeuristics 1,Loss,16,6,5
battle-gen9randombattle-32232,QLearningPlayer 1,SimpleHeuristics 1,Loss,14,6,4
battle-gen9randombattle-32233,QLearningPlayer 1,SimpleHeuristics 1,Loss,24,6,2
battle-gen9randombattle-32234,QLearningPlayer 1,SimpleHeuristics 1,Loss,55,6,5
battle-gen9randombattle-32235,QLearningPlayer 1,SimpleHeuristics 1,Loss,16,6,2
battle-gen9randombattle-32236,QLearningPlayer 1,SimpleHeuristics 1,Win,28,5,6
battle-gen9randombattle-32237,QLearningPlayer 1,SimpleHeuristics 1,Loss,24,6,4
battle-gen9randombattle-32238,QLearningPlayer 1,SimpleHeuristics 1,Win,24,5,6
battle-gen9randombattle-32239,QLearningPlayer 1,SimpleHeuristics 1,Loss,21,6,4
battle-gen9randombattle-32240,QLearningPlayer 1,SimpleHeuristics 1,Loss,25,6,5
battle-gen9randombattle-32241,QLearningPlayer 1,SimpleHeuristics 1,Loss,16,6,2
battle-gen9randombattle-32242,QLearningPlayer 1,SimpleHeuristics 1,Loss,19,6,4
battle-gen9randombattle-32243,QLearningPlayer 1,SimpleHeuristics 1,Loss,16,6,3
battle-gen9randombattle-32244,QLearningPlayer 1,SimpleHeuristics 1,Loss,19,6,4
battle-gen9randombattle-32245,QLearningPlayer 1,SimpleHeuristics 1,Loss,42,6,3
battle-gen9randombattle-32246,QLearningPlayer 1,SimpleHeuristics 1,Loss,14,6,3
battle-gen9randombattle-32247,QLearningPlayer 1,SimpleHeuristics 1,Loss,20,6,3
battle-gen9randombattle-32248,QLearningPlayer 1,SimpleHeuristics 1,Loss,15,6,4
battle-gen9randombattle-32249,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,2
battle-gen9randombattle-32250,QLearningPlayer 1,SimpleHeuristics 1,Loss,16,6,4
battle-gen9randombattle-32251,QLearningPlayer 1,SimpleHeuristics 1,Win,17,5,6
battle-gen9randombattle-32252,QLearningPlayer 1,SimpleHeuristics 1,Loss,20,6,3
battle-gen9randombattle-32253,QLearningPlayer 1,SimpleHeuristics 1,Loss,20,6,4
battle-gen9randombattle-32254,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,3
battle-gen9randombattle-32255,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,4
battle-gen9randombattle-32256,QLearningPlayer 1,SimpleHeuristics 1,Loss,13,6,1
battle-gen9randombattle-32257,QLearningPlayer 1,SimpleHeuristics 1,Loss,20,6,3
battle-gen9randombattle-32258,QLearningPlayer 1,SimpleHeuristics 1,Loss,20,6,4
battle-gen9randombattle-32259,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,4
battle-gen9randombattle-32260,QLearningPlayer 1,SimpleHeuristics 1,Loss,35,6,4
battle-gen9randombattle-32261,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,4
battle-gen9randombattle-32262,QLearningPlayer 1,SimpleHeuristics 1,Loss,26,6,3
battle-gen9randombattle-32263,QLearningPlayer 1,SimpleHeuristics 1,Loss,21,6,2
battle-gen9randombattle-32264,QLearningPlayer 1,SimpleHeuristics 1,Loss,21,6,5
battle-gen9randombattle-32265,QLearningPlayer 1,SimpleHeuristics 1,Loss,21,6,3
battle-gen9randombattle-32266,QLearningPlayer 1,SimpleHeuristics 1,Loss,20,6,3
battle-gen9randombattle-32267,QLearningPlayer 1,SimpleHeuristics 1,Loss,17,6,3
battle-gen9randombattle-32268,QLearningPlayer 1,SimpleHeuristics 1,Loss,30,6,3
battle-gen9randombattle-32269,QLearningPlayer 1,SimpleHeuristics 1,Loss,17,6,4
battle-gen9randombattle-32270,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,5
battle-gen9randombattle-32271,QLearningPlayer 1,SimpleHeuristics 1,Loss,14,6,0
battle-gen9randombattle-32272,QLearningPlayer 1,SimpleHeuristics 1,Win,45,0,6
battle-gen9randombattle-32273,QLearningPlayer 1,SimpleHeuristics 1,Loss,20,6,2
battle-gen9randombattle-32274,QLearningPlayer 1,SimpleHeuristics 1,Loss,13,6,3
battle-gen9randombattle-32275,QLearningPlayer 1,SimpleHeuristics 1,Loss,22,6,3
battle-gen9randombattle-32276,QLearningPlayer 1,SimpleHeuristics 1,Loss,17,6,2
battle-gen9randombattle-32277,QLearningPlayer 1,SimpleHeuristics 1,Loss,30,6,5
battle-gen9randombattle-32278,QLearningPlayer 1,SimpleHeuristics 1,Loss,15,6,3
battle-gen9randombattle-32279,QLearningPlayer 1,SimpleHeuristics 1,Loss,25,6,4
battle-gen9randombattle-32280,QLearningPlayer 1,SimpleHeuristics 1,Loss,18,6,4
battle-gen9randombattle-32281,QLearningPlayer 1,SimpleHeuristics 1,Loss,13,6,2
battle-gen9randombattle-32282,QLearningPlayer 1,SimpleHeuristics 1,Loss,33,6,5
battle-gen9randombattle-32283,QLearningPlayer 1,SimpleHeuristics 1,Loss,17,6,2
battle-gen9randombattle-32284,QLearningPlayer 1,SimpleHeuristics 1,Loss,12,6,3
battle-gen9randombattle-32285,QLearningPlayer 1,SimpleHeuristics 1,Loss,35,6,3
